uuids,experiment_name,experiment_date,sample_type,species,cell_line,agg_date,plating_date,org_age,media,patterning,drug,chip_number
2024-05-04-e-sakura-day22and24,Trace_20240504_13_26_11_21985_day22_ventral_e14,2024-05-04 13:27:00,organoid,organoid,E14,2024-04-11,2024-04-29,23 days 13:27:00,sakura,ventral,,21985e
2024-05-04-e-sakura-day22and24,Trace_20240504_12_46_26_22717_day22_dorsal_kh2,2024-05-04 12:47:53,organoid,organoid,KH2,2024-04-11,2024-04-29,23 days 12:47:53,sakura,dorsal,,22717e
2024-05-04-e-sakura-day22and24,Trace_20240510_11_55_52_20264_28_ventral_kh2,2024-05-10 11:56:41,organoid,organoid,KH2,2024-04-11,2024-04-29,28 days 00:00:00,sakura,ventral,,20264e
2024-05-04-e-sakura-day22and24,Trace_20240506_11_59_11_day24_ventral_kh2,2024-05-06 12:00:09,organoid,organoid,KH2,2024-04-11,2024-04-29,25 days 12:00:09,sakura,ventral,,unknownd
2024-05-04-e-sakura-day22and24,Trace_20240510_11_19_56_22717_28_dorsa_kh2,2024-05-10 11:21:00,organoid,organoid,KH2,2024-04-11,2024-04-29,28 days 00:00:00,sakura,dorsal,,22717e
2024-05-04-e-sakura-day22and24,Trace_20240506_13_00_38_22717_24_Dorsal_kh2,2024-05-06 13:01:21,organoid,organoid,KH2,2024-04-11,2024-04-29,25 days 13:01:21,sakura,dorsal,,22717e
2024-05-04-e-sakura-day22and24_dorothy,Trace_20240504_12_42_01_22064_day22_ventral,2024-05-04 12:43:34,organoid,organoid,KH2,2024-04-11,2024-04-29,23 days 12:43:34,sakura,ventral,,22064e
2024-05-04-e-sakura-day22and24_dorothy,Trace_20240504_13_17_44_20264_day22_kh2_dorsal,2024-05-04 13:18:34,organoid,organoid,KH2,2024-04-11,2024-04-29,23 days 13:18:34,sakura,dorsal,,20264e
2024-05-04-e-sakura-day22and24_dorothy,Trace_20240506_12_02_39_22194_24_ventral_e14,2024-05-06 12:06:08,organoid,organoid,E14,2024-04-11,2024-04-29,25 days 12:06:08,sakura,ventral,,22194e
2024-05-04-e-sakura-day22and24_dorothy,Trace_20240504_12_42_01_21985_day24_ventral_e14,2024-05-06 11:27:11,organoid,organoid,E14,2024-04-11,2024-04-29,25 days 11:27:11,sakura,ventral,,21985e
2024-05-04-e-sakura-day22and24_dorothy,Trace_20240506_12_37_20_20402_24_dorsal_e14,2024-05-06 12:39:29,organoid,organoid,E14,2024-04-11,2024-04-29,25 days 12:39:29,sakura,dorsal,,20402d
2024-05-10-e-all_cell_lines_dorsal_pasca,23150_E14_d35_5_14_2024_dorsal_pasca,2024-05-14 11:50:55,organoid,organoid,E14,2024-04-09,2024-04-29,35 days 11:50:55,sakura,dorsal,,23150e
2024-05-10-e-all_cell_lines_dorsal_pasca,23178_c57bl6_d35_5_14_2024_dorsal_pasca,2024-05-14 17:06:57,organoid,organoid,C57BL6,2024-04-09,2024-04-29,35 days 17:06:57,sakura,dorsal,,23178e
2024-05-10-e-all_cell_lines_dorsal_pasca,23156_c57bl6_d35_5_14_2024_dorsal_pasca,2024-05-14 16:40:47,organoid,organoid,C57BL6,2024-04-09,2024-04-29,35 days 16:40:47,sakura,dorsal,,23156e
2024-05-10-e-all_cell_lines_dorsal_pasca,23120_KH2_d35_5_14_2024_dorsal_pasca,2024-05-14 14:01:32,organoid,organoid,KH2,2024-04-09,2024-04-29,35 days 14:01:32,sakura,dorsal,,23120e
2024-05-10-e-all_cell_lines_dorsal_pasca,23187_E14_d35_5_14_2024_dorsal_pasca,2024-05-14 10:55:50,organoid,organoid,E14,2024-04-09,2024-04-29,35 days 10:55:50,sakura,dorsal,,23187e
2024-05-10-e-all_cell_lines_dorsal_pasca,23139_kh2_d35_5_14_2024_dorsal_pasca,2024-05-14 14:29:12,organoid,organoid,KH2,2024-04-09,2024-04-29,35 days 14:29:12,sakura,dorsal,,23139e
2024-05-10-e-all_cell_lines_dorsal_pasca,22710_KH2_d35_5_14_2024_dorsal_pasca,2024-05-14 13:19:53,organoid,organoid,KH2,2024-04-09,2024-04-29,35 days 13:19:53,sakura,dorsal,,22710e
2024-05-10-e-all_cell_lines_dorsal_pasca,23141_c57bl6_d35_5_14_2024_dorsal_pasca,2024-05-14 15:07:55,organoid,organoid,C57BL6,2024-04-09,2024-04-29,35 days 15:07:55,sakura,dorsal,,23141e
2024-05-10-e-all_cell_lines_dorsal_pasca,23137_E14_d35_5_14_2024_dorsal_pasca,2024-05-14 11:25:04,organoid,organoid,E14,2024-04-09,2024-04-29,35 days 11:25:04,sakura,dorsal,,23137e
2024-05-10-e-all_cell_lines_dorsal_pasca,23215_c57bl6_d35_5_14_2024_dorsal_pasca,2024-05-14 15:49:06,organoid,organoid,C57BL6,2024-04-09,2024-04-29,35 days 15:49:06,sakura,dorsal,,23215e
2024-05-10-e-all_cell_lines_dorsal_pasca,23124_KH2_d35_5_14_2024_dorsal_pasca,2024-05-14 12:41:32,organoid,organoid,KH2,2024-04-09,2024-04-29,35 days 12:41:32,sakura,dorsal,,23124e
2024-05-17-e-all_cell_lines_dorsal_pasca,23139_KH2_d38_5_17_2024_dorsal_pasca,2024-05-17 14:26:34,organoid,organoid,KH2,2024-04-09,2024-04-29,38 days 14:26:34,sakura,dorsal,,23139e
2024-05-17-e-all_cell_lines_dorsal_pasca,23178_c57bl6_d38_5_17_2024_dorsal_pasca,2024-05-17 16:37:54,organoid,organoid,C57BL6,2024-04-09,2024-04-29,38 days 16:37:54,sakura,dorsal,,23178e
2024-05-17-e-all_cell_lines_dorsal_pasca,23137_E14_d38_5_17_2024_dorsal_pasca,2024-05-17 09:56:51,organoid,organoid,E14,2024-04-09,2024-04-29,38 days 09:56:51,sakura,dorsal,,23137e
2024-05-17-e-all_cell_lines_dorsal_pasca,23120_KH2_d38_5_17_2024_dorsal_pasca,2024-05-17 13:58:04,organoid,organoid,KH2,2024-04-09,2024-04-29,38 days 13:58:04,sakura,dorsal,,23120e
2024-05-17-e-all_cell_lines_dorsal_pasca,23187_E14_d38_5_17_2024_dorsal_pasca,2024-05-17 10:55:46,organoid,organoid,E14,2024-04-09,2024-04-29,38 days 10:55:46,sakura,dorsal,,23187e
2024-05-17-e-all_cell_lines_dorsal_pasca,23150_E14_d38_5_17_2024_dorsal_pasca,2024-05-17 11:30:01,organoid,organoid,E14,2024-04-09,2024-04-29,38 days 11:30:01,sakura,dorsal,,23150e
2024-05-17-e-all_cell_lines_dorsal_pasca,23141_c57bl6_d38_5_17_2024_dorsal_pasca,2024-05-17 17:06:11,organoid,organoid,C57BL6,2024-04-09,2024-04-29,38 days 17:06:11,sakura,dorsal,,23141e
2024-05-17-e-all_cell_lines_dorsal_pasca,23156_c57bl6_d38_5_17_2024_dorsal_pasca,2024-05-17 15:19:34,organoid,organoid,C57BL6,2024-04-09,2024-04-29,38 days 15:19:34,sakura,dorsal,,23156e
2024-05-17-e-all_cell_lines_dorsal_pasca,23124_KH2_d38_5_17_2024_dorsal_pasca,2024-05-17 14:53:18,organoid,organoid,KH2,2024-04-09,2024-04-29,38 days 14:53:18,sakura,dorsal,,23124e
2024-05-17-e-all_cell_lines_dorsal_pasca,22710_KH2_d38_5_17_2024_dorsal_pasca,2024-05-17 13:18:19,organoid,organoid,KH2,2024-04-09,2024-04-29,38 days 13:18:19,sakura,dorsal,,22710e
2024-05-17-e-all_cell_lines_dorsal_pasca,23215_c57bl6_d38_5_17_2024_dorsal_pasca,2024-05-17 17:33:23,organoid,organoid,C57BL6,2024-04-09,2024-04-29,38 days 17:33:23,sakura,dorsal,,23215e
2024-05-21-e-all_cell_lines_dorsal_pasca,23124_KH2_d42-5-21-2024_dorsal_pasca,2024-05-21 14:07:23,organoid,organoid,KH2,2024-04-09,2024-04-29,42 days 14:07:23,sakura,dorsal,,23124e
2024-05-21-e-all_cell_lines_dorsal_pasca,23178_C57BL6_d42-5-21-2024_dorsal_pasca,2024-05-21 15:29:52,organoid,organoid,C57BL6,2024-04-09,2024-04-29,42 days 15:29:52,sakura,dorsal,,23178e
2024-05-21-e-all_cell_lines_dorsal_pasca,23141_C57BL6_d42-5-21-2024_dorsal_pasca,2024-05-21 15:02:31,organoid,organoid,C57BL6,2024-04-09,2024-04-29,42 days 15:02:31,sakura,dorsal,,23141e
2024-05-21-e-all_cell_lines_dorsal_pasca,23156_C57BL6_d42-5-21-2024_dorsal_pasca,2024-05-21 15:57:03,organoid,organoid,C57BL6,2024-04-09,2024-04-29,42 days 15:57:03,sakura,dorsal,,23156e
2024-05-21-e-all_cell_lines_dorsal_pasca,23150_E14_d42-5-21-2024_dorsal_pasca,2024-05-21 12:13:16,organoid,organoid,E14,2024-04-09,2024-04-29,42 days 12:13:16,sakura,dorsal,,23150e
2024-05-21-e-all_cell_lines_dorsal_pasca,22710_KH2_d42-5-21-2024_dorsal_pasca,2024-05-21 14:34:18,organoid,organoid,KH2,2024-04-09,2024-04-29,42 days 14:34:18,sakura,dorsal,,22710e
2024-05-21-e-all_cell_lines_dorsal_pasca,23139_KH2_d42-5-21-2024_dorsal_pasca,2024-05-21 13:40:31,organoid,organoid,KH2,2024-04-09,2024-04-29,42 days 13:40:31,sakura,dorsal,,23139e
2024-05-21-e-all_cell_lines_dorsal_pasca,23187_E14_d42-5-21-2024_dorsal_pasca,2024-05-21 11:27:21,organoid,organoid,E14,2024-04-09,2024-04-29,42 days 11:27:21,sakura,dorsal,,23187e
2024-05-21-e-all_cell_lines_dorsal_pasca,23137_E14_d42-5-21-2024_dorsal_pasca,2024-05-21 12:41:20,organoid,organoid,E14,2024-04-09,2024-04-29,42 days 12:41:20,sakura,dorsal,,23137e
2024-05-21-e-all_cell_lines_dorsal_pasca,23215_C57BL6_d42-5-21-2024_dorsal_pasca,2024-05-21 16:24:39,organoid,organoid,C57BL6,2024-04-09,2024-04-29,42 days 16:24:39,sakura,dorsal,,23215e
2024-05-21-e-all_cell_lines_dorsal_pasca,23120_KH2_d42-5-21-2024_dorsal_pasca,2024-05-21 13:11:45,organoid,organoid,KH2,2024-04-09,2024-04-29,42 days 13:11:45,sakura,dorsal,,23120e
2024-05-07-e-c57bl6_dorsal_pasca,23179_c57bl6_d28_05_07_2024_dorsal_pasca,2024-05-07 15:04:17,organoid,organoid,C57BL6,2024-04-09,2024-04-29,28 days 15:04:17,sakura,dorsal,,23179d
2024-05-07-e-c57bl6_dorsal_pasca,23156_c57bl6_d28_05_07_2024_dorsal_pasca,2024-05-07 17:30:39,organoid,organoid,C57BL6,2024-04-09,2024-04-29,28 days 17:30:39,sakura,dorsal,,23156e
2024-05-07-e-c57bl6_dorsal_pasca,23215_c57bl6_d28_05_07_2024_dorsal_pasca,2024-05-07 15:34:35,organoid,organoid,C57BL6,2024-04-09,2024-04-29,28 days 15:34:35,sakura,dorsal,,23215e
2024-05-07-e-c57bl6_dorsal_pasca,23178_c57bl6_d28_05_07_2024_dorsal_pasca,2024-05-07 16:54:33,organoid,organoid,C57BL6,2024-04-09,2024-04-29,28 days 16:54:33,sakura,dorsal,,23178e
2024-05-07-e-c57bl6_dorsal_pasca,23141_c57bl6_d28_5_07_2024_dorsal_pasca,2024-05-07 16:23:21,organoid,organoid,C57BL6,2024-04-09,2024-04-29,28 days 16:23:21,sakura,dorsal,,23141e
2024-05-07-e-e14_dorsal_pasca,23150_E14_D28_05_07_2024_dorsal_pasca,2024-05-07 21:01:21,organoid,organoid,E14,2024-04-09,2024-04-29,28 days 21:01:21,sakura,dorsal,,23150e
2024-05-07-e-e14_dorsal_pasca,23196_E14_D28_05_07_2024_dorsal_pasca,2024-05-07 20:17:14,organoid,organoid,E14,2024-04-09,2024-04-29,28 days 20:17:14,sakura,dorsal,,23196d
2024-05-07-e-e14_dorsal_pasca,23187_E14_D28_05_07_2024_dorsal_pasca,2024-05-07 21:28:05,organoid,organoid,E14,2024-04-09,2024-04-29,28 days 21:28:05,sakura,dorsal,,23187e
2024-05-07-e-e14_dorsal_pasca,23154_E14_D28_05_07_2024_dorsal_pasca,2024-05-07 19:49:37,organoid,organoid,E14,2024-04-09,2024-04-29,28 days 19:49:37,sakura,dorsal,,23154d
2024-05-07-e-kh2_dorsal_pasca,23124_KH2_D28_05_07_2024_dorsal_pasca,2024-05-07 18:07:01,organoid,organoid,KH2,2024-04-09,2024-04-29,28 days 18:07:01,sakura,dorsal,,23124e
2024-05-07-e-kh2_dorsal_pasca,23120_KH2_D28_05_07_2024_dorsal_pasca,2024-05-07 19:21:43,organoid,organoid,KH2,2024-04-09,2024-04-29,28 days 19:21:43,sakura,dorsal,,23120e
2024-05-07-e-kh2_dorsal_pasca,23139_KH2_D28_05_07_2024_dorsal_pasca,2024-05-07 18:42:20,organoid,organoid,KH2,2024-04-09,2024-04-29,28 days 18:42:20,sakura,dorsal,,23139e
2024-05-24-e-all_cell_lines_dorsal_pasca,23141_C57BL6_d45_5_24_2024_dorsal_pasca,2024-05-24 12:55:41,organoid,organoid,C57BL6,2024-04-09,2024-04-29,45 days 12:55:41,sakura,dorsal,,23141e
2024-05-24-e-all_cell_lines_dorsal_pasca,23137_E14_d45_5_24_2024_dorsal_pasca,2024-05-24 07:40:43,organoid,organoid,E14,2024-04-09,2024-04-29,45 days 07:40:43,sakura,dorsal,,23137e
2024-05-24-e-all_cell_lines_dorsal_pasca,23187_E14_d45_5_24_2024_dorsal_pasca,2024-05-24 08:25:34,organoid,organoid,E14,2024-04-09,2024-04-29,45 days 08:25:34,sakura,dorsal,,23187e
2024-05-24-e-all_cell_lines_dorsal_pasca,23124_KH2_d45_5_24_2024_dorsal_pasca,2024-05-24 09:24:04,organoid,organoid,KH2,2024-04-09,2024-04-29,45 days 09:24:04,sakura,dorsal,,23124e
2024-05-24-e-all_cell_lines_dorsal_pasca,23139_KH2_d45_5_24_2024_dorsal_pasca,2024-05-24 09:51:41,organoid,organoid,KH2,2024-04-09,2024-04-29,45 days 09:51:41,sakura,dorsal,,23139e
2024-05-24-e-all_cell_lines_dorsal_pasca,23120_KH2_d45_5_24_2024_dorsal_pasca,2024-05-24 10:18:00,organoid,organoid,KH2,2024-04-09,2024-04-29,45 days 10:18:00,sakura,dorsal,,23120e
2024-05-24-e-all_cell_lines_dorsal_pasca,22710_KH2_d45_5_24_2024_dorsal_pasca,2024-05-24 08:57:11,organoid,organoid,KH2,2024-04-09,2024-04-29,45 days 08:57:11,sakura,dorsal,,22710e
2024-05-24-e-all_cell_lines_dorsal_pasca,23215_C57BL6_d45_5_24_2024_dorsal_pasca,2024-05-24 14:34:59,organoid,organoid,C57BL6,2024-04-09,2024-04-29,45 days 14:34:59,sakura,dorsal,,23215e
2024-05-24-e-all_cell_lines_dorsal_pasca,23178_C57BL6_d45_5_24_2024_dorsal_pasca,2024-05-24 13:26:08,organoid,organoid,C57BL6,2024-04-09,2024-04-29,45 days 13:26:08,sakura,dorsal,,23178e
2024-05-24-e-all_cell_lines_dorsal_pasca,23150_E14_d45_5_24_2024_dorsal_pasca,2024-05-24 06:56:41,organoid,organoid,E14,2024-04-09,2024-04-29,45 days 06:56:41,sakura,dorsal,,23150e
2024-05-24-e-all_cell_lines_dorsal_pasca,23156_C57BL6_d45_5_24_2024_dorsal_pasca,2024-05-24 13:54:33,organoid,organoid,C57BL6,2024-04-09,2024-04-29,45 days 13:54:33,sakura,dorsal,,23156e
2024-05-28-e-all_cell_lines_dorsal_pasca,23137_E14_d49_5_28_2024_dorsal_pasca,2024-05-28 12:02:03,organoid,organoid,E14,2024-04-09,2024-04-29,49 days 12:02:03,sakura,dorsal,,23137e
2024-05-28-e-all_cell_lines_dorsal_pasca,23178_C57BL6_d49_5_28_2024_dorsal_pasca,2024-05-28 15:54:10,organoid,organoid,C57BL6,2024-04-09,2024-04-29,49 days 15:54:10,sakura,dorsal,,23178e
2024-05-28-e-all_cell_lines_dorsal_pasca,23141_C57BL6_d49_5_28_2024_dorsal_pasca,2024-05-28 16:21:28,organoid,organoid,C57BL6,2024-04-09,2024-04-29,49 days 16:21:28,sakura,dorsal,,23141e
2024-05-28-e-all_cell_lines_dorsal_pasca,22710_KH2_d49_5_28_2024_dorsal_pasca,2024-05-28 12:54:09,organoid,organoid,KH2,2024-04-09,2024-04-29,49 days 12:54:09,sakura,dorsal,,22710e
2024-05-28-e-all_cell_lines_dorsal_pasca,23187_E14_d49_5_28_2024_dorsal_pasca,2024-05-28 10:17:12,organoid,organoid,E14,2024-04-09,2024-04-29,49 days 10:17:12,sakura,dorsal,,23187e
2024-05-28-e-all_cell_lines_dorsal_pasca,23156_C57BL6_d49_5_28_2024_dorsal_pasca,2024-05-28 14:49:27,organoid,organoid,C57BL6,2024-04-09,2024-04-29,49 days 14:49:27,sakura,dorsal,,23156e
2024-05-28-e-all_cell_lines_dorsal_pasca,23124_KH2_d49_5_28_2024_dorsal_pasca,2024-05-28 14:20:59,organoid,organoid,KH2,2024-04-09,2024-04-29,49 days 14:20:59,sakura,dorsal,,23124e
2024-05-28-e-all_cell_lines_dorsal_pasca,23120_KH2_d49_5_28_2024_dorsal_pasca,2024-05-28 13:24:47,organoid,organoid,KH2,2024-04-09,2024-04-29,49 days 13:24:47,sakura,dorsal,,23120e
2024-05-28-e-all_cell_lines_dorsal_pasca,23150_E14_d49_5_28_2024_dorsal_pasca,2024-05-28 11:28:15,organoid,organoid,E14,2024-04-09,2024-04-29,49 days 11:28:15,sakura,dorsal,,23150e
2024-05-28-e-all_cell_lines_dorsal_pasca,23215_C57BL6_d49_5_28_2024_dorsal_pasca,2024-05-28 15:15:59,organoid,organoid,C57BL6,2024-04-09,2024-04-29,49 days 15:15:59,sakura,dorsal,,23215e
2024-05-28-e-all_cell_lines_dorsal_pasca,23139_KH2_d49_5_28_2024_dorsal_pasca,2024-05-28 13:51:00,organoid,organoid,KH2,2024-04-09,2024-04-29,49 days 13:51:00,sakura,dorsal,,23139e
2024-05-31-e-all_cell_lines_dorsal_pasca,23137_E14_d52_5_31_2024_dorsal_pasca,2024-05-31 12:01:16,organoid,organoid,E14,2024-04-09,2024-04-29,52 days 12:01:16,sakura,dorsal,,23137e
2024-05-31-e-all_cell_lines_dorsal_pasca,23178_C57BL6_d52_5_31_2024_dorsal_pasca,2024-05-31 08:55:39,organoid,organoid,C57BL6,2024-04-09,2024-04-29,52 days 08:55:39,sakura,dorsal,,23178e
2024-05-31-e-all_cell_lines_dorsal_pasca,23141_C57BL6_d52_5_31_2024_dorsal_pasca,2024-05-31 10:41:49,organoid,organoid,C57BL6,2024-04-09,2024-04-29,52 days 10:41:49,sakura,dorsal,,23141e
2024-05-31-e-all_cell_lines_dorsal_pasca,23215_C57BL6_d52_5_31_2024_dorsal_pasca,2024-05-31 10:10:49,organoid,organoid,C57BL6,2024-04-09,2024-04-29,52 days 10:10:49,sakura,dorsal,,23215e
2024-05-31-e-all_cell_lines_dorsal_pasca,23120_kh2_d52_5_31_2024_dorsal_pasca,2024-05-31 13:40:57,organoid,organoid,KH2,2024-04-09,2024-04-29,52 days 13:40:57,sakura,dorsal,,23120e
2024-05-31-e-all_cell_lines_dorsal_pasca,23150_E14_d52_5_31_2024_dorsal_pasca,2024-05-31 11:08:03,organoid,organoid,E14,2024-04-09,2024-04-29,52 days 11:08:03,sakura,dorsal,,23150e
2024-05-31-e-all_cell_lines_dorsal_pasca,23156_C57BL6_d52_5_31_2024_dorsal_pasca,2024-05-31 09:40:11,organoid,organoid,C57BL6,2024-04-09,2024-04-29,52 days 09:40:11,sakura,dorsal,,23156e
2024-05-31-e-all_cell_lines_dorsal_pasca,22710_kh2_d52_5_31_2024_dorsal_pasca,2024-05-31 14:08:52,organoid,organoid,KH2,2024-04-09,2024-04-29,52 days 14:08:52,sakura,dorsal,,22710e
2024-05-31-e-all_cell_lines_dorsal_pasca,23187_E14_d52_5_31_2024_dorsal_pasca,2024-05-31 11:35:20,organoid,organoid,E14,2024-04-09,2024-04-29,52 days 11:35:20,sakura,dorsal,,23187e
2024-05-31-e-all_cell_lines_dorsal_pasca,23139_kh2_d52_5_31_2024_dorsal_pasca,2024-05-31 13:14:55,organoid,organoid,KH2,2024-04-09,2024-04-29,52 days 13:14:55,sakura,dorsal,,23139e
2024-05-31-e-all_cell_lines_dorsal_pasca,23124_kh2_d52_5_31_2024_dorsal_pasca,2024-05-31 12:33:54,organoid,organoid,KH2,2024-04-09,2024-04-29,52 days 12:33:54,sakura,dorsal,,23124e
2024-06-11-e-all_cell_lines_dorsal_pasca,23187_C57BL6_d38_6_10_2024_dorsal_pasca,2024-06-11 10:00:12,organoid,organoid,C57BL6,2024-05-04,2024-06-04,38 days 10:00:12,sakura,dorsal,,23187e
2024-06-11-e-all_cell_lines_dorsal_pasca,23137_KH2_d38_6_10_2024_dorsal_pasca,2024-06-11 14:00:33,organoid,organoid,KH2,2024-05-04,2024-06-04,38 days 14:00:33,sakura,dorsal,,23137e
2024-06-11-e-all_cell_lines_dorsal_pasca,23215_C57BL6_d38_6_10_2024_dorsal_pasca,2024-06-11 11:49:55,organoid,organoid,C57BL6,2024-05-04,2024-06-04,38 days 11:49:55,sakura,dorsal,,23215e
2024-06-11-e-all_cell_lines_dorsal_pasca,23156_C57BL6_d38_6_10_2024_dorsal_pasca,2024-06-11 10:37:04,organoid,organoid,C57BL6,2024-05-04,2024-06-04,38 days 10:37:04,sakura,dorsal,,23156e
2024-06-11-e-all_cell_lines_dorsal_pasca,23120_E14_d38_6_10_2024_dorsal_pasca,2024-06-11 14:49:53,organoid,organoid,E14,2024-05-04,2024-06-04,38 days 14:49:53,sakura,dorsal,,23120e
2024-06-11-e-all_cell_lines_dorsal_pasca,23124_KH2_d38_6_10_2024_dorsal_pasca,2024-06-11 13:00:33,organoid,organoid,KH2,2024-05-04,2024-06-04,38 days 13:00:33,sakura,dorsal,,23124e
2024-06-11-e-all_cell_lines_dorsal_pasca,22710_KH2_d38_6_10_2024_dorsal_pasca,2024-06-11 13:29:29,organoid,organoid,KH2,2024-05-04,2024-06-04,38 days 13:29:29,sakura,dorsal,,22710e
2024-06-11-e-all_cell_lines_dorsal_pasca,23150_E14_d38_6_10_2024_dorsal_pasca,2024-06-11 16:00:41,organoid,organoid,E14,2024-05-04,2024-06-04,38 days 16:00:41,sakura,dorsal,,23150e
2024-06-11-e-all_cell_lines_dorsal_pasca,23141_C57BL6_d38_6_10_2024_dorsal_pasca,2024-06-11 11:14:50,organoid,organoid,C57BL6,2024-05-04,2024-06-04,38 days 11:14:50,sakura,dorsal,,23141e
2024-06-11-e-all_cell_lines_dorsal_pasca,23139_KH2_d38_6_10_2024_dorsal_pasca,2024-06-11 12:21:04,organoid,organoid,KH2,2024-05-04,2024-06-04,38 days 12:21:04,sakura,dorsal,,23139e
2024-06-14-e-all_cell_lines_dorsal_pasca,23187_C57BL6_d41_06-14-2024_dorsal_pasca,2024-06-14 14:17:12,organoid,organoid,C57BL6,2024-05-04,2024-06-04,41 days 14:17:12,sakura,dorsal,,23187e
2024-06-14-e-all_cell_lines_dorsal_pasca,23141_C57BL6_d41_06-14-2024_dorsal_pasca,2024-06-14 15:06:48,organoid,organoid,C57BL6,2024-05-04,2024-06-04,41 days 15:06:48,sakura,dorsal,,23141e
2024-06-14-e-all_cell_lines_dorsal_pasca,23124_kh2_d41_06-14-2024_dorsal_pasca,2024-06-14 12:10:00,organoid,organoid,KH2,2024-05-04,2024-06-04,41 days 12:10:00,sakura,dorsal,,23124e
2024-06-14-e-all_cell_lines_dorsal_pasca,22710_kh2_d41_06-14-2024_dorsal_pasca,2024-06-14 12:43:59,organoid,organoid,KH2,2024-05-04,2024-06-04,41 days 12:43:59,sakura,dorsal,,22710e
2024-06-14-e-all_cell_lines_dorsal_pasca,23137_kh2_d41_06-14-2024_dorsal_pasca,2024-06-14 13:17:47,organoid,organoid,KH2,2024-05-04,2024-06-04,41 days 13:17:47,sakura,dorsal,,23137e
2024-06-14-e-all_cell_lines_dorsal_pasca,23156_C57BL6_d41_06-14-2024_dorsal_pasca,2024-06-14 13:47:13,organoid,organoid,C57BL6,2024-05-04,2024-06-04,41 days 13:47:13,sakura,dorsal,,23156e
2024-06-14-e-all_cell_lines_dorsal_pasca,23150_E14_d41_06-14-2024_dorsal_pasca,2024-06-14 17:15:38,organoid,organoid,E14,2024-05-04,2024-06-04,41 days 17:15:38,sakura,dorsal,,23150e
2024-06-14-e-all_cell_lines_dorsal_pasca,23139_kh2_d41_06-14-2024_dorsal_pasca,2024-06-14 11:30:43,organoid,organoid,KH2,2024-05-04,2024-06-04,41 days 11:30:43,sakura,dorsal,,23139e
2024-06-14-e-all_cell_lines_dorsal_pasca,23120_E14_d41_06-14-2024_dorsal_pasca,2024-06-14 15:55:47,organoid,organoid,E14,2024-05-04,2024-06-04,41 days 15:55:47,sakura,dorsal,,23120e
2024-06-18-e-all_cell_lines_dorsal_pasca,23150_E14_d45_06-18-2024_dorsal_pasca,2024-06-18 18:34:50,organoid,organoid,E14,2024-05-04,2024-06-04,45 days 18:34:50,sakura,dorsal,,23150e
2024-06-18-e-all_cell_lines_dorsal_pasca,23137_KH2_d45_06-18-2024_dorsal_pasca,2024-06-18 17:10:32,organoid,organoid,KH2,2024-05-04,2024-06-04,45 days 17:10:32,sakura,dorsal,,23137e
2024-06-18-e-all_cell_lines_dorsal_pasca,22710_KH2_d45_06-18-2024_dorsal_pasca,2024-06-18 16:39:43,organoid,organoid,KH2,2024-05-04,2024-06-04,45 days 16:39:43,sakura,dorsal,,22710e
2024-06-18-e-all_cell_lines_dorsal_pasca,23178_E14_d45_06-18-2024_dorsal_pasca,2024-06-18 17:58:37,organoid,organoid,E14,2024-05-04,2024-06-04,45 days 17:58:37,sakura,dorsal,,23178e
2024-06-18-e-all_cell_lines_dorsal_pasca,23139_KH2_d45_06-18-2024_dorsal_pasca,2024-06-18 14:35:38,organoid,organoid,KH2,2024-05-04,2024-06-04,45 days 14:35:38,sakura,dorsal,,23139e
2024-06-18-e-all_cell_lines_dorsal_pasca,23120_E14_d45_06-18-2024_dorsal_pasca,2024-06-18 18:14:24,organoid,organoid,E14,2024-05-04,2024-06-04,45 days 18:14:24,sakura,dorsal,,23120e
2024-06-18-e-all_cell_lines_dorsal_pasca,23187_C57BL6_d45_06-18-2024_dorsal_pasca,2024-06-18 12:47:02,organoid,organoid,C57BL6,2024-05-04,2024-06-04,45 days 12:47:02,sakura,dorsal,,23187e
2024-06-18-e-all_cell_lines_dorsal_pasca,23156_C57_d45_06-18-2024_dorsal_pasca,2024-06-18 10:07:56,organoid,organoid,C57BL6,2024-05-04,2024-06-04,45 days 10:07:56,sakura,dorsal,,23156e
2024-06-18-e-all_cell_lines_dorsal_pasca,23141_C57BL6_d45_06-18-2024_dorsal_pasca,2024-06-18 10:56:35,organoid,organoid,C57BL6,2024-05-04,2024-06-04,45 days 10:56:35,sakura,dorsal,,23141e
2024-06-19-e-sakura-ventral-day46,Trace_20240619_12_53_28_23119a_day46_ventral_c57,2024-06-19 12:53:57,organoid,organoid,C57BL6,2024-05-04,,46 days 12:53:57,sakura,ventral,,23119ae
2024-06-19-e-sakura-ventral-day46,Trace_20240619_11_52_51_22150a_day46_ventral_c57,2024-06-19 11:54:47,organoid,organoid,C57BL6,2024-05-04,,46 days 11:54:47,sakura,ventral,,22150ae
2024-06-19-e-sakura-ventral-day46,Trace_20240619_12_24_17_20174a_day46_ventral_c57,2024-06-19 12:25:10,organoid,organoid,C57BL6,2024-05-04,,46 days 12:25:10,sakura,ventral,,20174ae
2024-06-21-e-all_cell_lines_dorsal_pasca,23156_C57_d48_06-21-2024_dorsal_pasca,2024-06-21 11:23:41,organoid,organoid,C57BL6,2024-05-04,2024-06-04,48 days 11:23:41,sakura,dorsal,,23156e
